0	1	0.54581	108.543
1	2	0.54332	64.6648
2	2	0.53917	65.5563
3	2	0.53748	63.9116
4	2	0.53412	65.1771
5	2	0.52807	63.2652
6	2	0.52555	63.2284
7	2	0.5162	62.4289
8	2	0.51288	62.6753
9	2	0.50709	61.6563
10	2	0.50408	61.9088
11	2	0.49546	61.9853
12	2	0.48709	62.6202
13	2	0.48338	61.8517
14	2	0.47447	60.2245
15	2	0.46964	62.6077
16	2	0.46278	62.7652
17	2	0.44893	62.2947
18	2	0.44104	63.1165
19	2	0.4275	63.0156
20	2	0.41331	63.873
21	2	0.39659	64.2427
22	2	0.39701	67.39
23	2	0.418	71.3257
24	2	0.45058	76.3506
25	2	0.46284	80.8546
26	3	0.54238	38.4317
27	3	0.53593	39.813
28	3	0.53304	39.342
29	3	0.53279	39.0982
30	3	0.52481	38.6079
31	3	0.52184	39.0361
32	3	0.51702	38.8147
33	3	0.51162	38.8788
34	3	0.50329	38.5574
35	3	0.49945	38.492
36	3	0.49124	38.3766
37	3	0.48443	38.3367
38	3	0.47848	38.6644
39	3	0.47208	38.3884
40	3	0.46112	38.4298
41	3	0.45364	38.7921
42	3	0.44305	38.4613
43	3	0.42843	39.2806
44	3	0.4121	40.0302
45	3	0.39813	40.5482
46	3	0.37965	41.6264
47	3	0.36615	44.5347
48	3	0.39455	46.7698
49	3	0.43376	48.7384
50	3	0.53664	40.1316
51	3	0.52898	40.4663
52	3	0.52348	40.7306
53	3	0.52339	40.3441
54	3	0.5173	39.3084
55	3	0.5116	39.858
56	3	0.50665	39.0151
57	3	0.49824	39.5055
58	3	0.49437	39.4187
59	3	0.48447	39.4254
60	3	0.47843	39.5325
61	3	0.47129	38.9138
62	3	0.46083	39.1965
63	3	0.45161	39.8786
64	3	0.44233	40.0272
65	3	0.43081	40.3991
66	3	0.41531	40.9468
67	3	0.39877	41.0635
68	3	0.37841	41.9484
69	3	0.34905	44.9559
70	3	0.33857	47.6048
71	3	0.37228	49.7799
72	3	0.40279	50.2039
73	3	0.52857	40.404
74	3	0.51963	40.5717
75	3	0.51578	39.4715
76	3	0.50945	39.8527
77	3	0.50386	39.0893
78	3	0.49749	39.5684
79	3	0.49414	39.2624
80	3	0.48737	39.9417
81	3	0.47796	39.3919
82	3	0.46877	39.3585
83	3	0.46327	39.7037
84	3	0.45073	39.6132
85	3	0.44288	39.6668
86	3	0.43184	39.8009
87	3	0.41524	40.8011
88	3	0.3971	41.0096
89	3	0.37802	43.0877
90	3	0.34514	45.0258
91	3	0.31349	47.9452
92	3	0.31136	50.4342
93	3	0.34017	50.7518
94	3	0.514	39.9715
95	3	0.50881	38.9927
96	3	0.50366	39.7257
97	3	0.49751	39.1861
98	3	0.49291	39.1452
99	3	0.48722	39.358
100	3	0.4768	39.2404
101	3	0.47205	39.5793
102	3	0.4621	38.7972
103	3	0.45226	39.9013
104	3	0.44183	39.6467
105	3	0.43151	39.9909
106	3	0.41437	40.3819
107	3	0.39842	41.9277
108	3	0.37782	43.5874
109	3	0.34999	44.6544
110	3	0.31395	47.5902
111	3	0.29054	49.9845
112	3	0.27519	51.3842
113	3	0.26564	50.8141
114	3	0.5019	39.5982
115	3	0.4987	38.4964
116	3	0.49319	38.9587
117	3	0.4862	38.8154
118	3	0.47547	39.3926
119	3	0.47025	38.8666
120	3	0.45985	39.4269
121	3	0.45336	38.5174
122	3	0.44248	39.4135
123	3	0.42675	40.5083
124	3	0.41507	40.2218
125	3	0.39885	41.3285
126	3	0.37838	41.5751
127	3	0.3421	43.5024
128	3	0.31101	46.0029
129	3	0.28533	50.3486
130	3	0.25031	50.7152
131	3	0.19579	50.4877
132	3	0.49193	38.135
133	3	0.48722	38.3953
134	3	0.47904	38.3143
135	3	0.46754	38.4482
136	3	0.46107	38.5707
137	3	0.45119	38.7734
138	3	0.44117	39.2575
139	3	0.42987	39.8823
140	3	0.41177	40.0599
141	3	0.39749	41.3194
142	3	0.3784	41.5224
143	3	0.34386	43.4211
144	3	0.31332	45.5803
145	3	0.28595	49.1646
146	3	0.24621	49.3355
147	3	0.16973	49.6875
148	3	0.11983	49.8749
149	3	0.4774	38.3714
150	3	0.46895	38.2951
151	3	0.46247	38.3509
152	3	0.44965	39.1581
153	3	0.44138	38.5418
154	3	0.43	39.3876
155	3	0.41479	39.8811
156	3	0.3971	40.3809
157	3	0.37885	41.477
158	3	0.34383	42.1121
159	3	0.30858	46.6982
160	3	0.28312	49.007
161	3	0.24497	49.2489
162	3	0.16522	49.506
163	3	0.08902	49.5125
164	3	0.46392	38.0938
165	3	0.45162	38.066
166	3	0.44152	39.0681
167	3	0.42578	39.3319
168	3	0.41433	40.6338
169	3	0.40058	40.7108
170	3	0.3766	41.7704
171	3	0.34551	42.9474
172	3	0.31002	44.9714
173	3	0.28318	47.3752
174	3	0.2452	48.5724
175	3	0.16325	48.2251
176	3	0.08301	49.8597
177	3	0.05909	52.3229
178	3	0.43985	38.3866
179	3	0.42886	39.1983
180	3	0.41247	40.0922
181	3	0.3987	40.8854
182	3	0.37492	41.2958
183	3	0.34438	42.5537
184	3	0.30783	46.3287
185	3	0.28698	47.2904
186	3	0.24573	47.8451
187	3	0.1627	47.8548
188	3	0.08329	49.6659
189	3	0.05234	50.0221
190	3	0.41378	39.8226
191	3	0.39981	40.12
192	3	0.37768	41.6283
193	3	0.34112	43.302
194	3	0.30987	44.9105
195	3	0.28571	46.8993
196	3	0.24207	47.881
197	3	0.16049	48.2095
198	3	0.08239	48.9186
199	3	0.0515	50.6167
200	3	0.0489	49.2389
201	3	0.37519	40.7497
202	3	0.34094	42.3501
203	3	0.30851	44.6455
204	3	0.28416	46.4633
205	3	0.24326	47.2552
206	3	0.16313	48.6239
207	3	0.08095	48.3951
208	3	0.05046	49.4638
209	3	0.04755	49.5641
210	3	0.30771	44.5036
211	3	0.28354	46.9941
212	3	0.24075	47.3185
213	3	0.15932	47.625
214	3	0.07952	47.9473
215	3	0.0502	47.256
216	3	0.04756	48.1081
217	3	0.04503	47.9454
218	3	0.24308	46.8634
219	3	0.16048	47.6432
220	3	0.07958	48.9019
221	3	0.05035	48.5474
222	3	0.04557	48.5034
223	3	0.04467	47.6627
224	3	0.08122	46.295
225	3	0.05083	48.8476
226	3	0.04463	46.3205
227	3	0.04404	48.0565
228	3	0.04481	47.3979
229	3	0.04453	50.2313
230	3	0.04428	49.8884
231	3	0.0434	49.0401
232	3	0.0435	48.7381
233	3	0.04333	47.2533
234	4	0.53825	32.5512
235	4	0.5335	34.1523
236	4	0.52783	33.3859
237	4	0.52166	33.2621
238	4	0.52177	32.7859
239	4	0.51622	32.4773
240	4	0.51225	32.3069
241	4	0.50936	32.019
242	4	0.49861	31.8806
243	4	0.49444	31.197
244	4	0.48755	31.7057
245	4	0.48013	31.3005
246	4	0.4692	31.2265
247	4	0.46179	31.0049
248	4	0.4519	30.9876
249	4	0.44373	31.1097
250	4	0.43023	30.8045
251	4	0.41573	31.2189
252	4	0.39996	30.7326
253	4	0.37579	31.1258
254	4	0.34477	31.2711
255	4	0.3361	31.8968
256	4	0.37326	32.157
257	4	0.40048	32.2685
258	4	0.53117	34.8497
259	4	0.52473	34.3567
260	4	0.52116	34.2242
261	4	0.51584	33.8929
262	4	0.5099	33.7859
263	4	0.50564	32.862
264	4	0.49958	32.7338
265	4	0.49283	32.9044
266	4	0.48426	32.4663
267	4	0.47756	32.4206
268	4	0.47134	32.1161
269	4	0.46377	31.9028
270	4	0.45377	31.9014
271	4	0.44443	31.5477
272	4	0.43179	31.7014
273	4	0.41347	32.0575
274	4	0.39816	31.6839
275	4	0.37808	31.9869
276	4	0.34555	32.2808
277	4	0.31554	32.9982
278	4	0.31597	33.5732
279	4	0.34051	33.02
280	4	0.52121	34.2647
281	4	0.51303	34.2434
282	4	0.51114	33.7472
283	4	0.50181	33.3834
284	4	0.49871	33.2191
285	4	0.49703	32.9296
286	4	0.48476	32.5529
287	4	0.47728	32.3362
288	4	0.47359	32.1083
289	4	0.46311	31.9951
290	4	0.45238	32.0819
291	4	0.44216	31.4755
292	4	0.43014	31.7908
293	4	0.41525	32.0927
294	4	0.39883	31.6473
295	4	0.37745	32.0269
296	4	0.34498	32.5154
297	4	0.31222	33.3716
298	4	0.28892	33.9924
299	4	0.27914	33.952
300	4	0.271	33.6234
301	4	0.50843	33.6634
302	4	0.50472	33.5468
303	4	0.50124	33.1931
304	4	0.49243	32.7
305	4	0.48544	32.3739
306	4	0.4781	32.383
307	4	0.47243	31.8466
